Email,Sender,DKIM,URL,Label
F12 - 50 - Got Jollibee - Sta Mesa on your mind_,1,1,1,0
"F12 - 51 - Dear Ronald, did you enjoy the ₱50 treat, inaanak_",1,1,1,0
F12 - 52 - 🤫 Be the first to save 55% on Premium,1,1,1,0
"F12 - 53 - Latest at TITAN __ November 18, 2023",1,1,1,0
F12 - 54 - What time is it_ ₱100 off your meals o'clock! ⏰,1,1,1,0
F12 - 55 - Deliver within NEW provinces!📍,1,1,1,0
F12 - 56 - 11.11 Sale Starts Now,1,1,1,0
"F12 - 57 - Dear Ronald, did you enjoy the ₱50 treat, inaanak_",1,1,1,0
F12 - 58 - More Styles to 🛍️,1,1,1,0
F12 - 59 - Meet the new Galaxy S23 FE.,1,1,1,0
F12 - 60 - Here’s 20% Off_ Trade on Coins Pro Again!,1,1,1,0
F12 - 61 - Hello human. It’s FigJam AI.,1,1,1,0
"F12 - 62 - Ronald Nicolas, Firebase Demo Day is here!",1,1,1,0
F12 - 63 - Document shared with you_ _Copy of Group 6 evaluated by Group 2_,1,1,1,0
F12 - 64 - Latest Weekly News from Klever,1,1,1,0
F12 - 65 - Competition Launch_ Enefit – Predict Energy Behavior of Prosumers,1,1,1,0
F12 - 66 - Member Access_ Air Jordan 1 Low G NRG 'Metallic Silver',1,1,1,0
F12 - 67 - Competition Launch_ SenNet + HOA - Hacking the Human Vasculature in 3D,1,1,1,0
F12 - 68 - New announcement_ _Synchronous Class # 1 - 11-11-2023…_,1,1,1,0
"F12 - 69 - New jobs from your November 6, 2023 feed",1,1,1,0
F12 - 70 - Capstone Intel Corporation and others share their thoughts on LinkedIn,1,1,1,0
F12 - 71 - p.s. Ronald Nicolas_ You're about to lose access to Dropbox space,1,1,1,0
"F12 - 72 - New jobs from your November 7, 2023 feed",1,1,1,0
F12 - 73 - We've got you covered,1,1,1,0
F12 - 74 - New assignment_ _Online Class Agreement Form_,1,1,1,0
F12 - 75 - Enjoy 7 Days of Real Python Access ✨,1,1,1,0
"F12 - 76 - Ronald, register now for DevFest 2023",1,1,1,0
F12 - 77 - The place you added is getting noticed,1,1,0,0
"F12 - 78 - New jobs from your October 24, 2023 feed",1,1,1,0
F12 - 79 - 🎃Trick or treat-yo-self,1,1,1,0
F12 - 80 - ⏰ Don't miss out on free Real Python access,1,1,1,0
F12 - 81 - Who is more technologically advanced The USA or China_,1,1,1,0
F12 - 82 - Competition Launch_ LLM - Detect AI Generated Text,1,1,1,0
F12 - 83 - We've updated our Privacy Policy,1,1,1,0
F12 - 84 - original_msg,1,1,1,0
F12 - 85 - Payment Confirmation for Transaction Ref_ RSDM9A9KU9,1,1,1,0
F12 - 86 - Explore Real Python for a full week,1,1,1,0
F12 - 87 - A phone number was added to your Steam account,1,1,1,0
"F12 - 88 - Walk your walk to nonstop music with 3 months of Premium Student, only for ₱75.",1,1,1,0
F12 - 89 - Security alert,1,1,1,0
F12 - 90 - Intern-Status of Application,1,1,1,0
F12 - 91 - #CIMBSecuriTips_ Only download the CIMB Bank PH app from trusted and legitimate sources,1,1,1,0
"F12 - 92 - CDC Slides Sep 12 2023_ VE (Hospitalization) vs periods of XBB, BQ.1, BA.4_5 predominance My interpretation_ Original monovalent vaccines no longer...",1,1,1,0
F12 - 93 - Gallery of Athletes Information,1,1,1,0
F12 - 94 - More 4-Wheel coupons here 🎁,1,0,-1,1
F12 - 95 - Registration confirmation for Introduction to Data Studio,1,0,-1,1
F12 - 96 - Matthew just messaged you,1,0,-1,1
F12 - 97 - Last call to join us for the free webinar 13 Pro Git Tips for JetBrains IDEs – boost your coding prowess with JetBrains IDEs!,1,0,-1,1
F12 - 98 - CONVERGE INTERNET - REQUEST TO VERIFY THE SERVICEABILITY FOR LOCATION,1,0,-1,1
F12 - 99 - Naki-USOK na ba ang lahat_ Watch this!,1,0,-1,1
F12 - 100 -Connect data now to get the most out of Looker Studio,1,0,-1,1
F6 - phishing2 - 1088.eml,1,0,-1,1
F6 - phishing2 - 1089.eml,1,0,-1,1
F6 - phishing2 - 1090.eml,1,0,-1,1
F6 - phishing2 - 1091.eml,1,0,-1,1
F6 - phishing2 - 1092.eml,1,0,-1,1
F6 - phishing2 - 1093.eml,1,0,-1,1
F6 - phishing2 - 1094.eml,1,0,-1,1
F6 - phishing2 - 1095.eml,1,0,-1,1
F6 - phishing2 - 1096.eml,1,0,-1,1
F6 - phishing2 - 1097.eml,1,0,-1,1
F6 - phishing2 - 1098.eml,1,0,-1,1
F6 - phishing2 - 1099.eml,1,0,-1,1
F6 - phishing2 - 1100.eml,1,0,-1,1
F6 - phishing2 - 1101.eml,1,0,-1,1
F6 - phishing2 - 1102.eml,1,0,-1,1
F6 - phishing2 - 1103.eml,1,0,-1,1
F6 - phishing2 - 1104.eml,1,0,-1,1
F6 - phishing2 - 1105.eml,1,0,-1,1
F6 - phishing2 - 1106.eml,1,0,-1,1
F6 - phishing2 - 1107.eml,1,0,-1,1
F6 - phishing2 - 1108.eml,1,0,-1,1
F6 - phishing2 - 1109.eml,1,0,-1,1
F6 - phishing2 - 1110.eml,1,0,-1,1
F6 - phishing2 - 1111.eml,1,0,-1,1
F6 - phishing2 - 1112.eml,1,0,-1,1
F6 - phishing2 - 1113.eml,1,0,-1,1
F6 - phishing2 - 1114.eml,1,0,-1,1
F6 - phishing2 - 1115.eml,1,0,-1,1
F6 - phishing2 - 1116.eml,1,0,-1,1
F6 - phishing2 - 1117.eml,1,0,-1,1
F6 - phishing2 - 1118.eml,1,0,-1,1
F6 - phishing2 - 1119.eml,1,0,-1,1
F6 - phishing2 - 1120.eml,1,0,-1,1
F6 - phishing2 - 1121.eml,1,0,-1,1
F6 - phishing2 - 1122.eml,1,0,-1,1
F6 - phishing2 - 1123.eml,1,0,-1,1
F6 - phishing2 - 1124.eml,1,0,-1,1
F6 - phishing2 - 1125.eml,1,0,-1,1
F6 - phishing2 - 1126.eml,1,0,-1,1
F6 - phishing2 - 1127.eml,1,0,-1,1
F6 - phishing2 - 1128.eml,1,0,-1,1
F6 - phishing2 - 1129.eml,1,0,-1,1
F6 - phishing2 - 1130.eml,1,0,-1,1
F6 - phishing2 - 1131.eml,1,0,-1,1
F6 - phishing2 - 1132.eml,1,0,-1,1
F6 - phishing2 - 1133.eml,1,0,-1,1
F6 - phishing2 - 1134.eml,1,0,-1,1
F6 - phishing2 - 1135.eml,1,0,-1,1
F6 - phishing2 - 1136.eml,1,0,-1,1
F6 - phishing2 - 1137.eml,1,0,-1,1
F6 - phishing2 - 1138.eml,1,0,-1,1
F6 - phishing2 - 1139.eml,1,0,-1,1
F6 - phishing2 - 1140.eml,1,0,-1,1
F6 - phishing2 - 1141.eml,1,0,-1,1
F6 - phishing2 - 1142.eml,1,0,-1,1
F6 - phishing2 - 1143.eml,1,0,-1,1
F6 - phishing2 - 1144.eml,1,0,-1,1
F6 - phishing2 - 1145.eml,1,0,-1,1
F6 - phishing2 - 1146.eml,1,0,-1,1
F6 - phishing2 - 1147.eml,1,0,-1,1
F6 - phishing2 - 1148.eml,1,0,-1,1
F6 - phishing2 - 1149.eml,1,0,-1,1
F6 - phishing2 - 1150.eml,1,0,-1,1
F6 - phishing2 - 1151.eml,1,0,-1,1
F6 - phishing2 - 1152.eml,1,0,-1,1
F6 - phishing2 - 1153.eml,1,0,-1,1
F6 - phishing2 - 1154.eml,1,0,-1,1
F6 - phishing2 - 1155.eml,1,0,-1,1
F6 - phishing2 - 1156.eml,1,0,-1,1
F6 - phishing2 - 1157.eml,1,0,-1,1
F6 - phishing2 - 1158.eml,1,0,-1,1
F6 - phishing2 - 1159.eml,1,0,-1,1
F6 - phishing2 - 1160.eml,1,0,-1,1
F6 - phishing2 - 1161.eml,1,0,-1,1
F6 - phishing2 - 1162.eml,1,0,-1,1
F6 - phishing2 - 1163.eml,1,0,-1,1
F6 - phishing2 - 1164.eml,1,0,-1,1
F6 - phishing2 - 1165.eml,1,0,-1,1
F6 - phishing2 - 1166.eml,1,0,-1,1
F6 - phishing2 - 1167.eml,1,0,-1,1
F6 - phishing2 - 1168.eml,1,0,-1,1
F6 - phishing2 - 1169.eml,1,0,-1,1
F6 - phishing2 - 1170.eml,1,0,-1,1
F6 - phishing2 - 1171.eml,1,0,-1,1
F6 - phishing2 - 1172.eml,1,0,-1,1
F6 - phishing2 - 1173.eml,1,0,-1,1
F6 - phishing2 - 1174.eml,1,0,-1,1
F6 - phishing2 - 1175.eml,1,0,-1,1
F6 - phishing2 - 1176.eml,1,0,-1,1
F6 - phishing2 - 1177.eml,1,0,-1,1
F6 - phishing2 - 1178.eml,1,0,-1,1
F6 - phishing2 - 1179.eml,1,0,-1,1
F6 - phishing2 - 1180.eml,1,0,-1,1
F6 - phishing2 - 1181.eml,1,0,-1,1
F6 - phishing2 - 1182.eml,1,0,-1,1
F6 - phishing2 - 1183.eml,1,0,-1,1
F6 - phishing2 - 1184.eml,1,0,-1,1
F6 - phishing2 - 1185.eml,1,0,-1,1
F6 - phishing2 - 1186.eml,1,0,-1,1
F6 - phishing2 - 1187.eml,1,0,-1,1
